filename,sentence,reason,T1,T2,T3,T4,ambiguity_num
18_admin.xmi,"Once the GRM and CSC have been notified the following activities will happen: the GRM must upload the contract to COMA, the CSC must create a task in Jira for the HoD, register the retailer in webCRM once, and activate the retailer in Oracle once.","While this sentence outlines several activities, the lack of specific sequence or dependencies among these tasks might lead to execution in any order",T1_true,T2_false,T3_false,T4_false,1
18_admin.xmi,"These activities doesn’t have to happen in any specific order, they must however all be executed before the welcome email can be sent by the GRM.",This clarifies that while the sequence is flexible,T1_false,T2_false,T3_false,T4_false,0
18_admin.xmi,The DBA must addition also register the retailer in the Retailer Portal and whitelist the IP address before the welcome email should be allowed to be sent.,"lacks detail on how these tasks integrate with other activities, particularly the timing relative to other actions.",T1_true,T2_false,T3_false,T4_false,1
18_admin.xmi,The tasks the DBA has to perform can only be done once per new retailer.,states a clear limitation on the frequency of the DBA's tasks,T1_false,T2_false,T3_false,T4_false,0
18_admin.xmi,Before the DBA can do these tasks the CSC must have created the task in Jira.,Introduces a dependency that is critical for the workflow but could benefit from more explicit detailing actions,T1_false,T2_false,T3_true,T4_false,1
18_admin.xmi,The final activity of the process is when the GRM sends the welcome email.,Clearly identifies the concluding step of the process,T1_false,T2_false,T3_false,T4_false,0
4_admin.xmi,When an employee creates an expense report the money must be paid out within one week.,"The requirement is straightforward, showing no ambiguity about the timeline.",T1_false,T2_false,T3_false,T4_false,0
4_admin.xmi,After creating the expense report a manager should approve the expense report. if a manager approves the expense report the money can be paid out by finance.,"the use of ""should"" may introduce a slight ambiguity regarding the mandatoriness of the approval.",T1_false,T2_false,T3_true,T4_false,0
4_admin.xmi,If the case is awaiting manager approval payout cannot happen.,The sentence sets a conditional process clearly linking managerial approval to the action of the finance department.,T1_false,T2_false,T3_false,T4_false,0
4_admin.xmi,If the manager rejects the expense report he must later approve the expense report in order to payout to happen.,This introduces a potential ambiguity related to the process that follows a rejection. The necessity of re-approval by the same manager who rejected the report might be seen as an inconsistent step.,T1_false,T2_false,T3_false,T4_true,1
4_admin.xmi,The employee can redraw the expense report.,Don't know the action should be take after rejection or approval,T1_true,T2_false,T3_true,T4_false,1
4_admin.xmi,Doing so will close the case.,"not sure which action will close the case, is the redraw or payout?",T1_true,T2_false,T3_false,T4_false,1
4_admin.xmi,Once payout has been done the case is closed.,It provides a definite endpoint to the process. But didn't mention what could happen if paid out is not finished within one week.,T1_false,T2_false,T3_true,T4_false,1
21_admin.xmi,The process begins when the Project Manager must hand over the Operational Readiness Review (ORR) documentation task to the Delivery Project Lead (DPL).,Clear initiation of the process,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,"The DPL must initialise the ORR process once, thereafter the contract requirements and the ORR checklist must be checked.Then the DPL must create the documentation tasks for the different stakeholders.",the sequence or dependency of checking the contract requirements and ORR checklist could be more explicitly,T1_true,T2_false,T3_false,T4_false,1
21_admin.xmi,He sends these tasks to the Operations Team who creates the documentation required.,"unclear about ""he"" who refers to",T1_false,T2_true,T3_false,T4_false,0
21_admin.xmi,"The DPL also sends documentation tasks to the Project Manager, who then delegates the tasks in the project team.",Specifies further delegation of tasks by the Project Manager within the project team.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,The Operations Team and the Project Manager sends the documentation to the DPL once the tasks are completed.,Clear in indicating the flow of documentation upon task completion.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,The DPL receives the documentation from the Project Manager and the Operation Team Manager and compiles the documentation.,"Describes the consolidation of received documentation, which is a crucial step.",T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,Then the DPL sends an invitation to the Project Manager and the Operations Team Manager for an approval meeting.,Clearly initiates the next step towards documentation approval.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,At the meeting they either reject or approve the documentation.,Specifies the decision-making process at the meeting with two possible outcomes.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,"If it gets rejected, the documentation has to be reworked.",This introduces ambiguity as it doesn't specify who is responsible for the rework or the specific steps involved in the rework process.,T1_true,T2_true,T3_false,T4_false,2
21_admin.xmi,"If there is rework, the approval will be in written format without a new meeting.","Clearly outlines the process for handling rework approval, minimizing the need for additional meetings.",T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,"After the approval, the DPL compiles the documentation and sends it to approval with the customer.","unclear sequence of steps involved between internal approval and sending to the customer,",T1_true,T2_false,T3_false,T4_false,0
21_admin.xmi,"If the documentation is approved at the meeting, the DPL must send the documentation to approval with the customer.",Repetitive with the previous point but confirms the flow towards customer review.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,"The customer receives and reads the documentation, and either rejects or approves it.",Clearly describes the customer's role in the final approval process.,T1_false,T2_false,T3_false,T4_false,0
21_admin.xmi,"If rejected, the customer must send the documentation back to the DPL, who then facilitates the rework.",This introduces ambiguity in terms of the specifics of rework facilitation and the steps that the DPL takes upon receiving the rejected documentation.,T1_true,T2_false,T3_false,T4_false,1
21_admin.xmi,"If approved, the document is sent to the DPL and the ORR process is complete.",Clearly states the conclusion of the process,T1_false,T2_false,T3_false,T4_false,0
5_admin.xmi,The process starts when the storage facility used by Puori sends a product sample to Ellipse.,This sentence clearly initiates the process with a straightforward action without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
5_admin.xmi,Ellipse then notifies Puori of the new sample.,"Sequential and clear action following the receipt of the sample, with no ambiguity.",T1_false,T2_false,T3_false,T4_false,0
5_admin.xmi,"Before testing can begin, Puori then request a test of a sample through Ellipse.","This sentence specifies a precondition for testing but might introduce ambiguity regarding the mechanism by which the request is made and the exact nature of the ""request.""",T1_true,T2_false,T3_true,T4_false,1
5_admin.xmi,"Ellipse must then test the product, as well as have additional testing done through Eurofarms.",ambiguous order of testing activities,T1_true,T2_false,T3_false,T4_false,1
5_admin.xmi,"When all testing is done, results will be compiled into a report before sending the report to Puori for approval.",might be ambiguous in terms of who compiles the report and how the completeness of testing is confirmed.,T1_true,T2_false,T3_true,T4_false,2
5_admin.xmi,This enables Puori to evaluate the results.,"Clear outcome of the previous action, no ambiguity",T1_false,T2_false,T3_false,T4_false,0
5_admin.xmi,"If the results are different than expected, Puori may ask Ellipse for re-testing.","Introduces a conditional process with potential ambiguity regarding the criteria for ""different than expected"" and the process of re-testing.",T1_true,T2_false,T3_true,T4_false,2
5_admin.xmi,"If the results of the re-testing do not live up to Puoris standards, the batch will be discarded.",Clear consequence but introduces ambiguity about the standards and the decision-making process for discarding.,T1_false,T2_false,T3_true,T4_false,1
5_admin.xmi,"If the results are sound Ellipse must send the results to Clean Label, who must then publish the results.","what qualifies as ""sound"" is ambiguous",T1_false,T2_false,T3_true,T4_false,1
5_admin.xmi,"Puori then checks whether all is in order and either approves of the publication, or compiles a list of possible errors.",process of checking and decision criteria ambiguous,T1_false,T2_false,T3_true,T4_false,1
5_admin.xmi,"If errors are found, Clean Label must correct the errors before publishing the results again.",correction process underspecified,T1_false,T2_false,T3_uncertain,T4_false,0
38_admin.xmi,"The objective of this section is to define the formal process for the user authentication system, taking into consideration the following topics: authentication, management, and administration within the system.",clear start,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"User Functionalities:
Registration process of the guest user:
Guest user is able to register by filling in all the necessary fields such as: date of birth, email address and password.","The criteria for a ""strong enough"" password are not specified",T1_false,T2_false,T3_true,T4_false,0
38_admin.xmi,The system then validates the uniqueness of the email address and checks whether the password is strong enough as well as ensuring the user is over 14 years old.,clear condition and action,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"After successful registration, the user can gain access to the service by logging in.",This sentence clearly describes the outcome of a successful registration.,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"Authentication process of a registered user:
Registered users authenticate themselves by providing the account details: email address and password.",This sentence clearly states the required credentials for authentication.,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,The system verifies the credentials within its database of sensitive data and authenticates the user only if the check is successful.,clear actions and sequences,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,User is now authenticated and can access the service.,This sentence clearly states the result of successful authentication.,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"Profile Management:
Authenticated users can change their profile information such as contact details and password.",clear example of an action,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,The system validates and updates the user’s changes within the profile.,"The process for ""validates and updates"" is not specified",T1_true,T2_false,T3_false,T4_false,0
38_admin.xmi,Users can request the deletion of their account from the system.,This sentence clearly describes the user's ability to request account deletion.,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"Upon confirmation, the user account and associated data are permanently removed from the system.","The process for ""confirmation"" of account deletion is not detailed.",T1_false,T2_true,T3_true,T4_false,0
38_admin.xmi,"Administrative Functionalities:
Admin Access
Admin users are privileged to perform administrative functions for all system users.",simple introducation about admin user,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,Admin access is granted based on predefined roles and its permissions.,"The phrase ""predefined roles and its permissions"" is vague.",T1_false,T2_false,T3_true,T4_false,0
38_admin.xmi,"User Management:
Admin users can view, create, update, and delete user accounts.
user account deletion performed upon validating the procedures.","the sequence and relation of view, carete, update and delete is not clear. The phrase ""validating the procedures"" for user account deletion is not specified. It is unclear what validation entails.",T1_true,T2_false,T3_true,T4_false,0
38_admin.xmi,Admins can initiate the deletion of a user account from the system if necessary.,"The criteria or process for determining when it is ""necessary""  is not clear",T1_false,T2_false,T3_true,T4_false,0
38_admin.xmi,"Upon successful deletion of the account, its associated data are permanently removed from the system.",his sentence clearly states the result of successful account deletion.,T1_false,T2_false,T3_false,T4_false,0
38_admin.xmi,"Supplementary Security Controls:
Two-Factor Authentication (2FA):
Authenticated users can log in or update their profile details using Two factor authentication (2FA) which adds an additional layer of protection beyond passwords.",The specific methods or types of 2FA are not detailed.,T1_false,T2_true,T3_false,T4_false,0
56_admin.xmi,"To facilitate the driving license for the customer , the customer should get the documents from police and doctor to submit them to the system, and then pay the fee for the application .",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
56_admin.xmi,"After that, the system check whether the documents and the payment are valid.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
56_admin.xmi,"After validation , the system facilitates the driving license by providing online course and submitting the application to the municipality.","provide course to whom is unclear, customer or municipality?",T1_true,T2_false,T3_false,T4_false,0
62_admin.xmi,The process begins when a vehicle approaches a toll booth.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,The customer must choose between an automatic payment or manual payment of the toll.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"This choice is exclusive, and the customer can only enter an automatic payment lane or a manual payment lane.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,This will result in one of the two situations.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"If the customer enters the automatic lane, then either their licence plate or the RFID tag (Bizz Brick) must be scanned by the automated system in the tollbooth.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,The system must either read the licence plate or the Bizz brick.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"Once the payment option has been scanned, a payment request should be generated against the customer’s BroBizz subscription.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"This can generate two situations:

The payment is verified and accepted by the BroBizz service, and the toll booth receives a notification.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"Upon confirmation, the toll booth barrier should be opened, and it should stay open until the customer’s vehicle has safely crossed the barrier.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"Once the vehicle has passed a threshold, the barrier must close afterwards.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"There is a strong need for timed behaviour at this stage of the process, as we do not wish to allow vehicles whose payment hasn’t been processed to cross the barrier in tow of the verified vehicles.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_true,0
62_admin.xmi,We shall discuss the timed constraints of our business process further in section 2.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"However, if the payment is rejected, the customer can attempt to retry using either the same service or choose a different method of payment (such as the Bizz brick, or moving to one of the manual lanes).",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"On the other hand, if the customer enters the manual lane, which is the manual payment lane, they must pay with either cash or a credit card.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"In any of these scenarios, the payment needs to be collected and validated by
the tollbooth operator.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"This generates two situations:

If the payment is not validated, then the customer can try to pay again with either the same or a different method.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
62_admin.xmi,"Having the payment validated, the tollbooth operator can open the barrier and allow the vehicle to cross the gate.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,"The steps performed in the process are as follows: A school sends a request for a visit at the university, the manager then receives the request and checks for a suitable date.",This sentence clearly defines the initial actions without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,The manager sends a confirmation mail regarding the school visit and date to the requesting school.,This sentence clearly specifies the next step without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,Next the manager will contact both the facility management and the student ambassadors.,This sentence clearly defines the next step.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,The facility management checks for an available room and book the room if there is any available.,This sentence clearly describes the action without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,If not they inform the manager so that the manager can cancel the visit.,This sentence clearly specifies the action taken if no room is available.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,The student ambassadors are notified about the visit and the date through a poll posted by the manager on a collaboration software.,This sentence clearly describes the notification method.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,The student ambassadors have three days to answer the poll before it is reviewed.,This sentence clearly describes the action,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,"If three or more ambassadors have signed up, three ambassadors are selected by the manager and are then signed up for the school visit.",This sentence clearly specifies the condition and the resulting action.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,"If less than three student ambassadors have signed up, the poll deadline will be extended by two days followed by a new review of the poll by the manager.",This sentence clearly specifies the condition and the resulting action.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,If there are still less than three student ambassadors available for the visit the manager cancels the visit by sending an email to the school.,,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,"If more student ambassadors have signed up after the poll extension, three student ambassadors are selected by the manager and are signed up for the school visit.",This sentence clearly specifies the condition and the resulting action.,T1_false,T2_false,T3_false,T4_false,0
30_admin.xmi,If both a room and three student ambassadors have been booked/signed up the manager creates an agenda of the day and send it to the school as a final confirmation of the visit.,"The phrase ""creates an agenda of the day and send it to the school"" could be clearer about whether these actions are sequential or can be done simultaneously.",T1_true,T2_false,T3_false,T4_false,0
41_admin.xmi,"The process description narrative is to be written as declarative, meaning that we should determine a set of rules that describe the process.","A description, no detail.",T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"Booking a class:
A customer must have a valid membership status to be considered a valid customer.",he rule is straightforward,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,A valid customer can see the list of existing classes and book an existing class.,The rule is clear and sufficient f,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"If a valid customer books a class and the class has not reached the maximum limit of attendees, then the system will register the valid customer in the list of attendees.",the rule clearly describes the outcomes,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"If the limit has been reached, the customer can join the waitlist.",he rule clearly describes the outcomes,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,A valid customer can unbook a booked class only if the time constraint of 4 hours before the class starts is still valid.,The rule is precise and unambiguous.,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"Attending a class:
If a valid customer has a valid class booking, the customer can check in into the fitness center and attend the class.",This sentence specifies the outcome,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"Instructor creating/updating a class:
The workflow of an instructor managing a class can be described as follows.",No ambiguity is present.,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"When an Instructor wants to create a class, then the System will create aclass.",clear action and sequence,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"If an instructor wants to update a class, then the instructor can find a substitute teacher or decide to cancel a class.",clear action and sequence,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"When an Instructor decides to cancel a class, then the System will remove the class from the classlist and the System will alert the class participants.",clear actions and sequences,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"When the 4 Hour Deadline has been reached, the Instructor cannot execute any of the further actions.",The rule is clear and unambiguous.,T1_false,T2_false,T3_false,T4_false,0
41_admin.xmi,"When the Instructor decides to cancel a class, it can no longer update the class’ instructor.",It does not clarify whether this applies immediately upon deciding to cancel or only after the class is officially canceled in the system.,T1_false,T2_false,T3_true,T4_false,0
58_admin.xmi,"Each of the code changes must address new features or fixes of existing bugs, to be considered correct for proposal.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,"It is important for contributors to engage in discussions, to think through ideas and make sure there is an alignment with the project’s vision and goals before implementing the discussed topic.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,Formal documentation requirements and project guidelines must be followed when contribution is made.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,"Each code change must be initiated only after a proposal is approved, and must involve code and performing local test to check whether the change is valid and compatible with existing code base.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,"Pull requests must be created only if the implementation is complete, and documented, addressing the connected issue.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,"Each of the opened pull request are subject to discussion and review focusing on functionality, readability, standard compliance, and overall impact, allowing for feedback and ensuring iterative development based on feedback or suggestions.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,"Automated testing must be passed for quality, functionality and compatibility, both locally and in the GitHub environment.",The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
58_admin.xmi,A merge to base branch can be executed only after successful tests and approval by a code owner with a specific access.,The rule is straightforward and clear.,T1_false,T2_false,T3_false,T4_false,0
31_admin.xmi,The process starts when an applicant visits the recruitment website and fills out a pre-screening test.,This sentence clearly defines the initial action without ambiguity.,T1_false,T2_false,T3_false,T4_false,0
31_admin.xmi,The results of this test are automatically parsed by the automation system and are imported into a spreadsheet that is used as a database for the delivery partners.,This sentence clearly describes the process of handling test results.,T1_false,T2_false,T3_false,T4_false,0
31_admin.xmi,All applicants with a test score above 89 pass the test.,This sentence specifies the passing criteria clearly.,T1_false,T2_false,T3_false,T4_false,0
31_admin.xmi,"If the applicant does not pass the test, an email is sent to the applicant to notify them of the rejection.",This sentence clearly describes the action taken for applicants who do not pass.,T1_false,T2_false,T3_false,T4_false,0
31_admin.xmi,The operations department manually assesses all failed applicants.,This sentence clearly defines the action taken by the operations department.,T1_false,T2_false,T3_false,T4_false,0
